id,cod,start,yearstart,fin,yearfin,dur_months,words,ctte
1015,2010/0250(COD),15/09/2010,2010,04/07/2012,2012,22,24312,8
1016,2010/0251(COD),15/09/2010,2010,14/03/2012,2012,18,16733,8
1017,2010/0252(COD),20/09/2010,2010,14/03/2012,2012,18,7121,11
1018,2010/0253(COD),17/09/2010,2010,21/11/2012,2012,26,24558,13
1019,2010/0254(COD),21/09/2010,2010,19/04/2012,2012,19,1811,10
1020,2010/0255(COD),23/09/2010,2010,08/06/2011,2011,9,1004,16
1021,2010/0256(COD),24/09/2010,2010,13/03/2013,2013,30,9912,15
1022,2010/0257(COD),29/09/2010,2010,30/11/2011,2011,14,5342,13
1023,2010/0258(COD),24/09/2010,2010,18/01/2012,2012,16,2707,13
1024,2010/0259(COD),24/09/2010,2010,13/12/2011,2011,15,1725,18
1025,2010/0262(COD),27/09/2010,2010,29/03/2012,2012,18,2485,5
1026,2010/0271(COD),04/10/2010,2010,15/01/2013,2013,27,27933,12
1027,2010/0272(COD),06/10/2010,2010,14/09/2011,2011,11,1818,5
1028,2010/0273(COD),30/09/2010,2010,12/08/2013,2013,34,6424,19
1028,2010/0274(COD),30/09/2010,2010,08/06/2011,2011,8,1250,11
1029,2010/0275(COD),30/09/2010,2010,21/05/2013,2013,32,12311,11
1030,2010/0278(COD),07/10/2010,2010,16/11/2011,2011,13,5340,8
1031,2010/0279(COD),07/10/2010,2010,16/11/2011,2011,13,4527,8
1032,2010/0280(COD),07/10/2010,2010,16/11/2011,2011,13,6745,8
1033,2010/0281(COD),07/10/2010,2010,16/11/2011,2011,13,5506,8
1034,2010/0282(COD),08/10/2010,2010,25/10/2011,2011,12,6640,11
1035,2010/0289(COD),07/10/2010,2010,25/10/2012,2012,24,2734,5
1036,2010/0298(COD),04/11/2010,2010,14/03/2012,2012,16,3709,10
1038,2010/0301(COD),27/10/2010,2010,14/09/2011,2011,11,1885,10
1039,2010/0303(COD),28/10/2010,2010,15/01/2013,2013,27,7939,13
1040,2010/0318(COD),10/11/2010,2010,08/06/2011,2011,7,1478,5
1041,2010/0325(COD),12/11/2010,2010,25/10/2011,2011,11,4224,19
1042,2010/0326(COD),26/01/2011,2011,14/03/2012,2012,14,2451,15
1043,2010/0353(COD),10/12/2010,2010,21/11/2012,2012,23,16396,15
1044,2010/0362(COD),09/12/2010,2010,14/03/2012,2012,15,6493,15
1045,2010/0363(COD),08/12/2010,2010,25/10/2011,2011,10,7836,11
1046,2010/0367(COD),16/12/2010,2010,16/11/2011,2011,11,967,5
1047,2010/0368(COD),20/12/2010,2010,16/11/2011,2011,11,1917,15
1048,2010/0369(COD),21/12/2010,2010,16/11/2011,2011,11,1712,5
1049,2010/0370(COD),17/12/2010,2010,13/03/2013,2013,27,6278,15
1050,2010/0372(COD),22/12/2010,2010,16/11/2011,2011,11,1236,15
1051,2010/0373(COD),16/12/2010,2010,14/03/2012,2012,15,9434,8
1052,2010/0374(COD),20/12/2010,2010,21/05/2013,2013,29,4302,8
1053,2010/0377(COD),21/12/2010,2010,04/07/2012,2012,18,15048,10
1054,2010/0380(COD),20/12/2010,2010,22/05/2012,2012,17,6041,9
1055,2010/0383(COD),14/12/2010,2010,12/12/2012,2012,24,23716,24
1056,2010/0390(COD),13/01/2011,2011,12/08/2013,2013,31,4677,5
1057,2010/0395(COD),22/12/2010,2010,25/10/2012,2012,22,39908,6
1058,2010/0801(COD),22/01/2010,2010,20/10/2010,2010,9,2543,19
1059,2010/0802(COD),22/01/2010,2010,13/12/2011,2011,23,3549,21
1060,2010/0817(COD),21/05/2010,2010,03/04/2014,2014,46,8557,19
1061,2011/0001(COD),03/01/2011,2011,14/09/2011,2011,8,2569,12
1062,2011/0002(COD),13/01/2011,2011,16/11/2011,2011,10,2609,10
1063,2011/0006(COD),19/01/2011,2011,16/04/2014,2014,39,19028,8
1064,2011/0011(COD),01/02/2011,2011,25/10/2012,2012,20,11981,24
1065,2011/0014(COD),02/02/2011,2011,16/11/2011,2011,9,2602,8
1066,2011/0038(COD),24/02/2011,2011,13/06/2012,2012,16,6151,24
1067,2011/0039(COD),07/03/2011,2011,15/01/2014,2014,34,5036,5
1068,2011/0051(COD),10/03/2011,2011,26/06/2013,2013,27,7122,19
1069,2011/0062(COD),31/03/2011,2011,04/02/2014,2014,34,18653,8
1070,2011/0080(COD),12/04/2011,2011,13/12/2011,2011,8,5102,18
1071,2011/0093(COD),13/04/2011,2011,17/12/2012,2012,20,9818,24
1072,2011/0105(COD),05/05/2011,2011,04/07/2012,2012,14,14599,10
1073,2011/0117(COD),10/05/2011,2011,25/10/2012,2012,17,10747,5
1074,2011/0129(COD),18/05/2011,2011,25/10/2012,2012,17,10798,19
1075,2011/0130(COD),18/05/2011,2011,12/06/2013,2013,25,6833,24
1076,2011/0131(COD),25/05/2011,2011,04/07/2012,2012,13,1476,8
1077,2011/0135(COD),24/05/2011,2011,19/04/2012,2012,11,5588,24
1078,2011/0136(COD),24/05/2011,2011,25/10/2012,2012,17,4408,24
1079,2011/0137(COD),24/05/2011,2011,12/06/2013,2013,25,11361,12
1080,2011/0138(COD),24/05/2011,2011,11/12/2013,2013,31,6932,19
1081,2011/0144(COD),08/06/2011,2011,13/06/2012,2012,12,4576,16
1082,2011/0150(COD),01/06/2011,2011,25/10/2012,2012,16,10737,12
1083,2011/0152(COD),14/06/2011,2011,26/06/2013,2013,24,9181,9
1084,2011/0153(COD),15/06/2011,2011,15/01/2014,2014,31,4237,5
1085,2011/0154(COD),08/06/2011,2011,22/10/2013,2013,28,8764,19
1086,2011/0156(COD),20/06/2011,2011,12/06/2013,2013,24,10232,10
1087,2011/0169(COD),24/06/2011,2011,22/05/2012,2012,11,2259,5
1088,2011/0172(COD),22/06/2011,2011,25/10/2012,2012,16,14058,11
1089,2011/0187(COD),06/07/2011,2011,13/06/2012,2012,11,17109,11
1090,2011/0190(COD),15/07/2011,2011,21/11/2012,2012,16,7525,10
1091,2011/0193(COD),20/07/2011,2011,15/02/2012,2012,7,1531,1
1092,2011/0194(COD),13/07/2011,2011,11/12/2013,2013,29,8451,16
1093,2011/0195(COD),13/07/2011,2011,11/12/2013,2013,29,15363,16
1094,2011/0196(COD),19/07/2011,2011,04/02/2014,2014,31,11922,13
1095,2011/0197(COD),26/07/2011,2011,20/11/2013,2013,28,19204,12
1096,2011/0199(COD),27/07/2011,2011,13/12/2011,2011,5,2131,19
1097,2011/0202(COD),20/07/2011,2011,26/06/2013,2013,23,176228,8
1098,2011/0203(COD),20/07/2011,2011,26/06/2013,2013,23,50733,8
1099,2011/0204(COD),25/07/2011,2011,15/05/2014,2014,34,13727,24
1100,2011/0209(COD),01/08/2011,2011,19/12/2011,2011,4,2862,15
1101,2011/0210(COD),01/08/2011,2011,13/12/2011,2011,4,4425,14
1102,2011/0211(COD),01/08/2011,2011,13/12/2011,2011,4,3181,14
1103,2011/0212(COD),01/08/2011,2011,19/04/2012,2012,8,3508,16
1104,2011/0217(COD),11/08/2011,2011,21/11/2012,2012,15,6360,19
1105,2011/0223(COD),30/08/2011,2011,15/02/2012,2012,6,2052,19
1106,2011/0226(COD),29/08/2011,2011,25/10/2012,2012,14,8112,12
1107,2011/0228(COD),30/08/2011,2011,15/05/2014,2014,33,828,10
1108,2011/0229(COD),30/08/2011,2011,15/05/2014,2014,33,6313,10
1109,2011/0231(COD),31/08/2011,2011,26/02/2014,2014,30,8387,10
1110,2011/0238(COD),07/09/2011,2011,25/10/2012,2012,13,4932,11
1111,2011/0239(COD),14/09/2011,2011,21/11/2012,2012,14,8824,13
